,Data de Publicação,Título,Resumo,Palavras-chave,Qtd. de Autores,Autor 1,Autor 2,Autor 3,Autor 4,Autor 5,Autor 6,Afiliação 1,Afiliação 2,Afiliação 3,Afiliação 4,Afiliação 5,Afiliação 6,Url Artigo,Revista,Afilição 1,Afilição 2,Afilição 3,Afilição 4,Afilição 5,Afilição 6,url
6,2015-05-11,Fatores que Influenciam o Processo Ensino-Aprendizagem na Percepção de Discentes do Curso de Ciências Contábeis,"O estudo objetiva verificar a percepção dos discentes do curso de Ciências Contábeis da Universidade Regional de Blumenau em relação aos fatores que influenciam o processo ensino-aprendizagem. As variáveis analisadas, classificadas nos fatores: (a) aluno; (b) assunto; e (c) professor, foram baseadas no estudo de Bordenave e Pereira (2002). A pesquisa caracteriza-se como descritiva realizada por meio de levantamento, com abordagem quantitativa. Utilizou-se da estatística descritiva, e da escala aproximativa Best-Worst para análise dos dados coletados. Os resultados foram consubstanciados e confrontados com as percepções obtidas também por questões subjetivas e revelam as seguintes variáveis de maior importância na percepção dos alunos: (a) quanto ao fator aluno, a motivação (0,774), e a atitude com a disciplina (0,612); (b) com relação ao fator assunto, os tipos de aprendizagem requeridos (0,741), e a estrutura de componentes e relações (0,532); e (c) voltados ao fator professor, a atitude com a matéria ensinada (0,677), e a situação estimuladora ambiental (0,516). Desta forma, conclui-se que a melhoria no processo ensino-aprendizagem em contabilidade, pode ser desenvolvida por meio da identificação e aperfeiçoamento das variáveis caracterizadas pelos alunos como de maior importância.",Educação e Pesquisa em Contabilidade,2,Franciele Beck,Rita Buzzi Rausch,,,,,Universidade Regional de Blumenau,Universidade Regional de Blumenau,,,,,https://revistas.face.ufmg.br/index.php/contabilidadevistaerevista/article/view/1727,Contabilidade Vista & Revista,,,,,,,
7,2020-07-12,"GÊNERO, ETNIA E RAÇA: DÉBITO OU CRÉDITO NA CONTABILIDADE?","Esta pesquisa tem por objetivo verificar se existe discriminação por gênero e étnico-racial na remuneração de contadores, em cada região geográfica do Brasil. Dados sobre a remuneração dos contadores, oriundos dos microdados da Relação Anual de Informações Sociais de 2014, foram analisados com o uso de estatística descritiva e modelagem econométrica. Para representar cada região, os seguintes estados foram selecionados para esta pesquisa: Amazonas, Bahia, Mato Grosso, Paraná e São Paulo. Assim, buscou-se explicar o comportamento das remunerações dos contadores por meio das variáveis explicativas: tempo de trabalho, porte de empresa, sexo, cor de pele e grau de instrução. Os principais resultados confirmam a presença de discriminação salarial em função de sexo biológico para as mulheres e em função de cor de pele para os contadores autodeclarados como não brancos. A discriminação por sexo biológico reduz, em média, 28,83% a remuneração das contadoras mulheres. A discriminação por cor de pele reduz a remuneração de homens e mulheres e a combinação cor de pele e sexo feminino deprecia o salário das contadoras autodeclaradas como não brancas, em média, em 45,19%.  Conclui-se que a discriminação salarial por gênero e étnico-racial se faz presente na profissão contábil.  Salienta-se que tal situação das mulheres negras e pardas se agrava, ou seja, a discriminação é ainda maior. Diante desse balanço salarial da profissão contábil, as contas gênero, etnia e raça possuem natureza devedora e os saldos destas contas indicam prejuízo acumulado.",Gênero. Etnia. Raça. Contabilidade. Discriminação salarial,3,José Luiz Borsatto Junior,Evellyn Danielly Zabotti,Maria da Piedade Araújo,,,,Universidade Paranaense,Universidade Estadual do Oeste do Paraná,,,,,https://revistas.face.ufmg.br/index.php/contabilidadevistaerevista/article/view/4954,Contabilidade Vista & Revista,,,,,,,
8,2020-12-05,O PERCURSO DO CONTRATO DE LEGITIMAÇÃO PARA O DESENVOLVIMENTO SUSTENTÁVEL: ANÁLISE DOS TEMAS ATRELADOS NO RELATO INTEGRADO DO BNDES,"Os bancos de desenvolvimento atuam concedendo financiamento a projetos de longo prazo em vista ao desenvolvimento. O Banco Nacional de Desenvolvimento Econômico e Social (BNDES) que é o maior banco de desenvolvimento da América Latina e um dos maiores do mundo, adotou voluntariamente o Relato Integrado em 2013. Este estudo objetivou analisar quais os temas relacionados ao desenvolvimento sustentável que o BNDES tem trabalhado no Relato Integrado e realizar um levantamento biográfico com reflexões sobre o percurso das fases de mandatos políticos do banco entre as décadas de 1960 e os anos 2000. A sustentação teórica é com a ótica da Teoria da Legitimidade, acrescida da discussão sobre desenvolvimento sustentável com os fatores econômico, social e ambiental. Aplicou-se a técnica de análise de conteúdo nos relatos dos anos de 2013 a 2016. Conclui-se que o BNDES consegue atrelar capital econômico, social e ambiental, mas faltam indicadores para mensurá-los. Este estudo contribui ao inferir que o Relato Integrado pode ser uma forma comunicação do contrato de legitimação do banco com diversos stakeholders para o desenvolvimento sustentável, atrelando a missão do banco de desenvolvimento a longo prazo ainda que a sua gestão esteja relaciona aos mandatos públicos de curto prazo.",desenvolvimento sustentável. relato integrado. BNDES,3,Kelli Juliane Favato,Marguit Neumann,Simone Leticia Raimundini Sanches,,,,Universidade Estadual de Maringá,Universidade Estadual de Maringá,Universidade Estadual de Maringá,,,,https://revistas.face.ufmg.br/index.php/contabilidadevistaerevista/article/view/5318,Contabilidade Vista & Revista,,,,,,,
2,2021-01-01,Análise de Indicadores de Desempenho da Gestão Ambiental em Mineradoras no Brasil,"O desenvolvimento sustentável é requisito fundamentalpara a sobrevivência humana e as empresas, como causadorasde impactos, necessitam se enquadrar em diversosaspectos a fim de evitar ou amenizar problemas ambientaise sociais. O setor de mineração é relevante para a economiabrasileira, mas acarreta sérios prejuízos ao meio ambiente,principalmente por sua rigidez locacional, e os impactos ealterações causados devem ser alvo de controle. Dessa forma,a presente pesquisa objetivou analisar os relatórios desustentabilidade das mineradoras do Brasil, por meio de indicadoresde desempenho da gestão ambiental, identificandoinformações contábeis voluntárias relevantes, utilizando indicadorespara mensurar o nível de evidenciação dessas informaçõese comparando os resultados dessas empresas nodecorrer dos anos. Concluiu-se que, por não ser obrigatório,a maioria das empresas não divulgam relatórios de sustentabilidadee aquelas que divulgam precisam melhorar bastanteseus níveis de evidenciação e passar a divulgar outras informações relevantes, ausentes nos anos estudados, a fim demelhorar a transparência de suas ações.",Gestão Ambiental. Contabilidade. Mineração. Relatório de Sustentabilidade. ,4,Fernanda Beatriz Rolim Tavares,Cristiane Queiroz Reis,Janaina Ferreira Marques de Melo,Fabiano Batista Ferreira,,,,,,,,,http://www.atena.org.br/revista/ojs-2.2.3-06/index.php/pensarcontabil/article/view/3655,Pensar Contábil,,,,,,,
3,2021-01-01,"ESG, Impactos Ambientais e Contabilidade","A Agenda ESG (environmental, social and governance)está em ascensão. Este trabalho examina o estado da artedas técnicas contábeis no país para auxiliar a implantaçãodesta agenda no que se refere ao registro dos impactos dasatividades empresariais no meio ambiente.",ESG. Sustentabilidade. ImpactosAmbientais. Transparência do Desempenho Ambiental. ,1,Sebastião Bergamini Junior,,,,,,,,,,,,http://www.atena.org.br/revista/ojs-2.2.3-06/index.php/pensarcontabil/article/view/3630,Pensar Contábil,,,,,,,
4,2015-01-01,Heritage Assets no Brasil:  um Estudo de Caso sobre  a Ilha Fiscal,"Resumo Analisaram-se as principais normas intencionais sobre a contabilização dos heritage assets e demonstrou-se, a partir de um caso concreto, como vem sendo realizada atualmente no Brasil a mensuração, o reconhecimento e a evidenciação de um bem com as mesmas particularidades desses ativos. Os heritage assets possuem como principal característica o seu valor histórico, artístico, científico, tecnológico, geofísico ou ambiental. Estas características tornam a sua mensuração um trabalho de difícil execução, visto que a avaliação ultrapassa a medição do valor da estrutura física para alcançar o registro contábil do intangível. Através de uma pesquisa exploratória, os dados levantados foram analisados de forma qualitativa, buscando demonstrar a contabilização da Ilha Fiscal, um dos monumentos mais conhecidos da cidade do Rio de Janeiro e que reúne características de um heritage asset. Na pesquisa, constatou-se que, apesar de os órgãos internacionais de normatização contábil já terem pronunciamentos sobre o tema, não há, entre eles uma conformidade sobre tais normas; e que há no Brasil orientações para contabilização de ativos com características semelhantes aos heritage assets apenas paras as entidades públicas, porém sem que seja possível o reconhecimento da parcela relativa ao intangível. Palavras-chave: Heritage assets . Ativo intangível. Contabilidade pública.Abstract The main international statement about heritage assets accounting methods were analyzed; and, based on a specific case, the way the recognition, measurement and disclosures of an asset with the same features as these assets have been being done in Brazil were displayed. The main characteristics of heritage assets lie on their historical, artistic, scientific, technological, geophysical or environmental value. These characteristics turn their measurement into a hard task because the valuation accounts for more than the evaluation value of the physical structure to achieve the intangible asset booking value. By means of an exploratory research, the surveying data were analyzed in a qualitative way with the intention to show the accounting of Ilha Fiscal, one of the most famous monuments of Rio de Janeiro city  that gathers characteristics of a heritage asset. This research found out that, even though the international accounting standard boardings have already released statements about the topic, there is no compatibility among the boardings yet; and that there are Brazilian accounting statements  to assets with de same characteristics as heritage assets just for the public sector entity, but they cannot recognize intangible portion. Key words: Heritage assets . Intangibles assets. Accounting public sector.",,3,Esdras Carlos de Santana,Alex Sandro de Oliveira Barbosa,Larissa Gomes de Oliveira,,,,,,,,,,http://www.atena.org.br/revista/ojs-2.2.3-06/index.php/pensarcontabil/article/view/2620,Pensar Contábil,,,,,,,
5,2012-01-01,Importância do Balanço Social para as Entidades do Terceiro Setor sob a Ótica dos Gestores das APAES da Região do Alto Vale do Itajaí/SC,Key words: Social Report. Third Sector. Management.,,4,Roberto Carlos Klann,Jorge Eduardo Scarpin,Silene Rengel,Paulo Roberto da Cunha,,,,,,,,,http://www.atena.org.br/revista/ojs-2.2.3-06/index.php/pensarcontabil/article/view/1238,Pensar Contábil,,,,,,,
6,2015-01-01,"Adesão dos balanços sociais publicados pelos CFC E CRCs das Regiões Sul e Sudeste do país à NBC T 15, na categoria de Recursos Humanos no ano de 2012", ,,4,Bruna Januário dos Santos,Denize Demarche Minatti Ferreira,Lisiane Adriana Martins,Luiz Felipe Ferreira,,,,,,,,,http://www.atena.org.br/revista/ojs-2.2.3-06/index.php/pensarcontabil/article/view/2560,Pensar Contábil,,,,,,,
0,2021-08-17,The Impact of Product Diversity on the Relationship Between Internationalization and Performance of Brazilian Multinational Companies,"The aim of this study was to investigate the moderating role of product diversification in the relationship between internationalization and the performance of Brazilian multinational companies. This study used internationalization data collected in reports from Fundação Dom Cabral, financial data collected in the Economática database, in addition to secondary data from 33 Brazilian companies collected on the website of the Brazilian Securities and Exchange Commission (CVM). The work refers to an eight-year period (2010 to 2017), and used multiple linear regression with fixed effects and panel data. It was identified that the relationship between internationalization and performance of multinational Brazilian companies occurs in a U shape. Furthermore, a negative moderating role was identified in the relationship between product diversification and low-level internationalization, and a positive moderating effect on the performance of Brazilian companies internationalized with a high degree of product diversification. The present work innovated this theme for Brazilian literature by focusing on the moderating effect of product diversity. In addition, the article has implications for Brazilian multinational companies, as it can assist planning related to their international expansion, and also highlights that the beneficial effects of internationalization are not immediate; that the knowledge and experiences acquired in this process are important to improve its performance; and that after initial stages of the internationalization process, product diversification can help with an improvement in the performance of these companies.",Internacionalization. Performance. Product diversification. Role moderator,3,Vitor Fonseca Machado Beling Dias,Antônio Sergio Torres Penedo,Vinicius Silva Pereira,,,,Universidade Federal de Uberlândia,Universidade Federal de Uberlândia,Universidade Federal de Uberlândia,,,,http://revistas.unisinos.br/index.php/base/article/view/19555,BASE (UNISINOS),,,,,,,
1,2021-05-25,A model of social audit for university foundations,"The Social Audit is the report that informs about the socioeconomic relations of organizations with their social partners. The contemporary approach comprehends the vertices understood as the human resource balance, the demonstration of the added value, the environmental balance, the public and social responsibility of organizations. It is a more eclectic report than the traditional accounting reports, which makes it more capable of disclosing the efforts made by organizations to promote the management of their social responsibility. Although its study is very recent in Brazil, one notices a willingness, both in the business community and in the academia, to contribute to the discussions around the preparation and propagation of such a report. Thus, the article proposes a Social Audit for a university foundation as a useful report for the organization’s management and accountability towards its stakeholders. The adopted methodology consists of an exploratory research with a qualitative approach. The conclusions indicate the need for organizations to supplement the disclosure of information by adding to the economic and financial reports those of a social and environmental nature. The proposal focuses on the characteristics of higher education institutions of a communal nature in order to discuss the social dimension of these organizations and to contribute to the process of management of the social responsibilities resulting from their activities. Key words: social audit, university foundation, management of social responsibility.",,3,Sady Mazzioni,João Eduardo Prudêncio Tinoco,Antonio Benedito Silva Oliveira,,,,,,,,,,http://revistas.unisinos.br/index.php/base/article/view/5613,BASE (UNISINOS),,,,,,,
0,2020-01-01,Análise da Divulgação de Informações Ambientais por Empresas do Setor Elétrico: um Estudo em Empresas dos Países do BRICS,"O objetivo da pesquisa é analisar o nível de divulgação ambiental das empresas dos países do BRICS (Brasil, Rússia, Índia, China e África do Sul). A amostra é composta por  empresas do setor de energia elétrica, cotadas em bolsa: 30 do Brasil, 10 da Rússia, 25 da Índia, 23 da China e duas da África. O setor elétrico foi escolhido para estudo por ter importância estratégica e estar vinculado a várias das Metas do Milênio da ONU. Os países do BRICS foram escolhidos para estudo devido sua relevância no contexto econômico mundial e seu envolvimento no atingimento do desenvolvimento sustentável. Foram utilizados os indicadores da Global Reporting Initiative como parâmetros de desempenho ambiental. Os países que apresentaram o maior nível de divulgação ambiental foram, nesta ordem, África do Sul, Brasil e Rússia, e aqueles que menos divulgaram foram Índia e China. Se a África do Sul fosse desconsiderada, por contar somente com duas empresas, o Brasil passaria a primeiro lugar no nível de divulgação. Esse estudo acrescenta conhecimentos aos estudos comparativos de países anteriores que analisam a divulgação ambiental, por pesquisar o grupo do BRICS e por tratar teórica e empiricamente de aspectos relevantes para tal análise. Não há muitas pesquisas brasileiras publicadas em periódicos no Brasil que abordam o bloco do BRICS, especialmente considerando apenas o setor elétrico sendo contribuição do presente trabalho ajudar a preencher essa lacuna de estudos sobre o BRICS, apresentando o nível de divulgação ambiental de forma conjunta e comparativa.",Divulgação ambiental. Setor elétrico. BRICS. Relatórios de Sustentabilidade,4,Marcelle Colares Oliveira,Francisco Adelmo Medeiros Damasceno,Sandra Michelinne Saraiva de Sousa Amorim,Carlos Adriano Santos Gomes,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/16760
1,2019-01-01,Divulgação Voluntária de Informações Ambientais: Uma Análise dos Fatores Determinantes nas Empresas Listadas na BM&FBovespa,"O presente estudo tem por objetivo investigar os fatores determinantes da divulgação voluntária das práticas ambientais adotadas pelas empresas listadas na BM&FBovespa. Diante disso, foram coletados, através da base de dados Bloomberg® e do site da BM&FBovespa, dados das Demonstrações Financeiras Padronizadas, dos formulários de referência e dos relatórios anuais Relate ou Explique para Relatório de Sustentabilidade ou Integrado. A amostra da pesquisa compreende 272 companhias listadas na BM&FBovespa, de uma população de 485. Optou-se por excluir da amostra companhias que não apresentaram todas as informações necessárias ao estudo na janela de 2011-2015. Ainda, excluíram-se as companhias do setor financeiro por configurar um setor com características próprias e de não interesse nessa investigação. O método de análise empregado foi uma regressão logística em painel. Os resultados encontrados evidenciam que o tamanho, o índice de sustentabilidade empresarial (ISE), a alavancagem e a internacionalização possuem relação positiva e estatisticamente significante com a divulgação de informações voluntárias ambientais, sendo esses fatores considerados como determinantes para a divulgação voluntária de informações ambientais pelas empresas listadas na BM&FBovespa. No entanto, observa-se que a rentabilidade, o endividamento, a empresa de auditoria e governança corporativa não apresentaram-se estatisticamente significantes. Isso implica não ser possível atestar para a influência desses fatores na divulgação de informações ambientais. Em síntese, esta investigação apresenta novas e distintas evidências em relação aos demais estudos empíricos realizados no contexto nacional, tendo em vista que estes não encontraram relação estatisticamente significativa entre a internacionalização e a divulgação de informações ambientais.",Disclosure de Informações Ambientais. Sustentabilidade. Determinantes.,4,Yuri Gomes Paiva Azevedo,Vanessa Câmara de Medeiros,Anderson Luiz Rezende Mól,Clayton Levy Lima de Melo,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/13541
2,2019-01-01,Dialogic Accounting for the Democratic Information System: Analyzing the case of the Bolsa Verde Program,"The Federal Government's social program, Bolsa Verde, was created to minimize the damage caused to Brazilian flora and fauna, encouraging the conservation of ecosystems, as well as promoting citizenship of populations in extreme poverty. The dialogic accounting approach presents criticisms of traditional accounting that is characterized as a system that generates monological information, making it difficult to understand those who seek information necessary for decision making. This paper purpose to verify aspects and characteristics of the principles of dialogic accounting in the information contained in reports of the agents involved with the Bolsa Verde Program of the Ministry of Environment. With the aid of content analysis techniques, the annual reports of the Ministry of the Environment, Ministry of Social Development, ICMBio, Incra, the Secretariat of the Patrimony of the Union, Caixa Econômica Federal and the Federal Court of Accounts were analyzed. The reports studied present information asymmetries, apparently aimed at their dominant stakeholders, which precludes a more critical reflection of government actions by civil society. The beneficiary populations are unaware of the objectives of the Bolsa Verde Program, as well as the existence of reports from the Ministry of the Environment and other environmental preservation agencies.",Dialogic Accounting. Bolsa Verde. Prestação de Contas,4,Fátima de Souza Freire,Nilton Oliveira da Silva,Amanda Guimarães Lugon,Erika Rocha Oprea de Carvalho,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/27071
3,2019-01-01,A Relação entre o Exame de Suficiência Contábil o Exame Nacional de Desempenho de Estudantes e o Conceito Preliminar de Curso das Instituições de Ensino Superior do Brasil,"O presente estudo objetivou verificar a relação entre o Exame de Suficiência Contábil com o índice de desempenho do discente no Exame Nacional de Desempenho de Estudantes e o índice de qualidade dos cursos superiores através de variáveis que compõem o Conceito Preliminar de Curso. Foram coletados os dados referentes aos aprovados no Exame de Suficiência na primeira edição de 2017, juntamente com os dados sobre o ENADE e CPC publicados em 2017. O modelo usado para obtenção dos resultados foi de regressão múltipla linear. A amostra foi composta por um total de 774 Instituições de Ensino Superior (IES) que oferecem o curso de Ciências Contábeis no Brasil. Os resultados evidenciam relação positiva e significativa do exame de suficiência com: desempenho discente no ENADE; quantidade de docentes mestres e doutores; infraestrutura e instalações físicas; e instituição pública de ensino superior. Os resultados denotam relação negativa para o regime de trabalho parcial ou integral e organização didático-pedagógica. Os resultados deste trabalho contribuem para um maior entendimento dos fatores que influenciam o grau de aprovação dos concluintes no exame de suficiência contábil. Estudos anteriores não evidenciaram com detalhe influências no exame de suficiência do conselho de contabilidade, por conta da ausência de dados.",Exame de Suficiência. Enade. Conceito Preliminar de Curso. Qualidade dos Cursos. Desempenho Discente.,2,Paulo Vitor Souza de Souza,Luciana da Silva Moraes Sardeiro,,,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/16184
5,2014-01-01,Contabilidade e Meio Ambiente: Uma Análise da Produção Acadêmica em Periódicos,"Desde a Antiguidade a atividade econômica vem trazendo impactos ao meio ambiente. No entanto, nos últimos anos a sociedade vem demonstrando uma preocupação crescente com a questão ambiental. Dada a relevância deste tema nos dias atuais, este trabalho tem por objetivo analisar a produção intelectual de pesquisadores da área de ciências contábeis sobre a temática ambiental em periódicos acadêmicos. Para fins desta pesquisa são considerados pesquisadores contábeis aqueles que estejam associados a um programa stricto sensu em ciências contábeis no país. Para atingir este objetivo, os pesquisadores foram identificados através da análise dos sites dos programas e a sua produção acadêmica foi tabulada baseando- se nas informações constantes dos currículos Lattes e na pontuação definida pelo Qualis da Capes. Este artigo constatou, entre outras descobertas, que: a) mais da metade dos programas analisados apresentou uma produção intelectual em periódicos no triênio em questão que não superou 80 pontos; b) quase 85% da publicação dos programas encontra-se fora dos estratos superiores do Qualis; c) os artigos publicados pelos pesquisadores em revistas C superam o número total publicado nos periódicos de níveis A1 a B2; e d) os programas de contabilidade no país têm dado uma atenção secundária à temática relacionada à questão do meio ambiente.",,1,José Ricardo Maia de Siqueira,,,,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/13323
6,2016-01-01,Incentivo Fiscal à Cultura: Uma Análise das Divulgações das Sociedades Anônimas do Sul do Brasil,"A divulgação de informações dos Incentivos Fiscais à Cultura é essencial para que os usuários externos façam uma análise íntegra a respeito dos benefícios gerados pelos mesmos. Nesse sentido, o objetivo deste estudo foi verificar a consistência e a forma de divulgação das informações divulgadas pelas Sociedades Anônimas de Capital Aberto do Sul do Brasil, sob a ótica da redução da carga tributária e do montante destinado à Cultura. A amostra foi composta por 27 Sociedades Anônimas de Capital Aberto do Sul do Brasil e foram analisadas as suas demonstrações financeiras, notas explicativas e relatórios complementares, através de palavras-chave pré-estabelecidas, caracterizando a pesquisa como descritiva, com abordagem qualitativa. Os resultados encontrados revelaram a importância das Demonstrações Financeiras completas, incluindo Notas Explicativas, Relatório da Administração, bem como de relatórios complementares voluntários, como Balanço Social e Relatório de Sustentabilidade, pois nestes relatórios havia informações relevantes e que foram úteis à pesquisa. Algumas empresas divulgaram o incentivo fiscal à cultura juntamente com outros incentivos, como por exemplo, o Programa de Alimentação ao Trabalhador -- PAT, o que impossibilitou a análise detalhada dos dados. Foram encontrados casos de divergência entre as informações do Ministério da Cultura e das demonstrações divulgadas. Em alguns casos foram constatadas ausências de informações a respeito dos incentivos fiscais, nas demonstrações e relatórios complementares. Concluiu-se que a divulgação está aquém do necessário, pois apenas quatro, de um total de vinte e sete empresas analisadas, divulgaram informações consistentes, completas e adequadas sobre incentivos fiscais à cultura, nos quais foi possível comparar as informações dos incentivos recebidos, oriundas do Ministério da Cultura, com as informações divulgadas pelas empresas.",,4,Luciano Gomes dos Reis,Felipe Pagni,Raissa Gouveia Ancioto,Maria Carolina de Paula Oliveira,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/13388
8,2019-01-01,Pesquisa ou Propaganda? Análise da Literatura Acadêmica Brasileira sobre o Relato Integrado,"O objetivo deste artigo é identificar como os discursos oriundos do International Integrated Reporting Council (IIRC) são apropriados pela literatura acadêmica brasileira sobre o Relato Integrado. Para tanto, foram identificados e analisados 34 artigos publicados em periódicos e congressos. Para identificar os autores e instituições mais produtivos, mapeou-se a rede de coautorias da amostra. Através da leitura dos artigos, suas abordagens em relação à responsabilidade social corporativa e à contabilidade socioambiental foram categorizadas conforme proposto por Brown e Fraser (2006). Além disso, os artigos foram classificados também quanto a suas formas de apropriação dos discursos oriundos do IIRC e quanto a suas metodologias. Os resultados revelam uma rede de coautorias fragmentada e pouco densa, a ausência de abordagens críticas e uma hibridização entre as abordagens business case e stakeholder-accountability. Usualmente, os discursos oriundos do IIRC são reproduzidos sem qualquer tipo de contestação. Além disso, as obras mais referenciadas têm autores formalmente vinculados ao IIRC e possuem uma nítida orientação de divulgação do Relato Integrado. Dentre os procedimentos metodológicos, prevalecem avaliações da conformidade de relatórios corporativos às diretrizes do IIRC através de checklists. Em conjunto, tais evidências corroboram o argumento de que o campo acadêmico na contabilidade brasileira possui um baixo grau de autonomia em relação ao campo profissional, avançando na identificação de mecanismos através dos quais a influência do campo profissional se dissemina no meio acadêmico. Em termos práticos, os resultados desta pesquisa sugerem que o engajamento da comunidade acadêmica brasileira com o projeto do Relato Integrado não contribui para suprir a ausência de diversidade nas perspectivas sociopolíticas dos agentes que compõem as estruturas de governança do IIRC.Pesquisa ou Propaganda? Análise da Literatura Acadêmica Brasileira sobre o Relato Integrado",Relato Integrado. Campo científico. Pesquisa contábil brasileira,1,Paulo Frederico Homero Junior,,,,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/14550
9,2017-01-01,Relato Integrado: Um estudo da aderência da estrutura conceitual proposta pelo IIRC no Relatório Socioambiental do Conselho Federal de Contabilidade,"O Relato Integrado (RI) surgiu a partir da necessidade de integração das informações entre os disclosures voluntários e os disclosures obrigatórios das organizações. Tal documento deve apresentar, de forma concisa e clara, informações do gerenciamento dos recursos financeiros e das ações sociais, assim como a companhia cria valor no curto, médio e longo prazo. O objetivo do trabalho é verificar o quanto há de aderência da estrutura conceitual do RI proposta pelo International Integrated Reporting Council (IIRC) no Balanço Socioambiental (BS) do Conselho Federal de Contabilidade (CFC). A escolha do Conselho foi feita em decorrência da sua relevância no cenário nacional e internacional contábil, em que representa o órgão máximo da profissão contábil brasileira, sendo visto como modelo para as demais organizações. Foi realizada uma análise de conteúdo nos principais disclosures obrigatórios e voluntários da entidade, período de 2005 a 2013, buscando responder a seguinte problemática: quantos dos princípios básicos, elementos de conteúdo e capitais propostos pelo IIRC no RI estão presentes no BS do CFC? Constatou-se que o BS do CFC apresenta uma quantidade significativa de conteúdo do RI, demonstrando aderência à estrutura do documento. No entanto, averiguou-se a necessidade de melhorias relativas aos princípios da conectividade de informações, coerência e comparabilidade e confiabilidade e completude, em que os resultados patrimoniais apurados nas demonstrações financeiras diferem dos apurados na divulgação voluntária. Assim como, existe falta de alinhamento entre o nível de satisfação dos funcionários e as provisões de riscos trabalhistas.",,2,Betina França Gomes de Freitas,Fátima de Souza Freire,,,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/13399
10,2018-01-01,O que é evidenciado no Brasil sobre a Responsabilidade Social Corporativa advinda da Política Nacional de Resíduos Sólidos (PNRS) nos formulários de referência e Relatos Integrados?,"O objetivo desse estudo foi analisar a evidenciação da Responsabilidade Social Corporativa (RSC) advinda da Política Nacional dos Resíduos Sólidos (PNRS) no Formulário de Referência (FR) e no Relato Integrado (RI). Em 2010, o Brasil instituiu a PNRS que ratificou a responsabilidade em relação a gestão de resíduos sólidos e estabeleceu que as empresas devem promover o acesso à informação aos stakeholders (artigo nº 6). Os resultados foram analisados sob as óticas da Teoria dos Stakeholders e da Teoria da Legitimidade. Inferiu-se que os FR e RI contemplaram a temática resíduos sólidos e que a evidenciação da PNRS foi tida como aspecto de risco (econômico, legal, socioambiental, compliance), mecanismo para engajamento com os stakeholders (parceria com governo, empresas e sociedade) e criação de valor no curto, médio e longo prazo (reciclagem, reutilização, diminuição do envio de resíduos aos aterros). Destarte, a temática resíduos sólidos foi evidenciada por meio dos indicadores dos Objetivos do Desenvolvimento Sustentável (ODS) da Organização das Nações Unidas (ONU) e indicadores da Global Reporting Initiative (GRI). . As contribuições teóricas do estudo foram a discussão da temática PNRS no âmbito empresarial (apresentou-se o que as empresas da amostra evidenciaram em relação aos resíduos sólidos no FR e RI), a aplicação da Teoria dos Stakeholders na identificação dos stakeholders evidenciados em relação aos resíduos sólidos e PNRS (foram identificados o estado, população, investidores, mídia, funcionários e fornecedores) e a discussão da evidenciação socioambiental como instrumento de legitimação (verificou-se predomínio de informações voluntárias). As contribuições práticas à sociedade consistiram em analisar as atividades das empresas sob os resíduos sólidos que são contribuições para o Desenvolvimento Sustentável, nesse sentido, foi verificado que o FR e o RI podem ser utilizados para monitoramento das ações de resíduos sólidos e da própria PNRS.",responsabilidade social corporativa. política nacional dos resíduos sólidos. teoria dos stakeholders. teoria da legitimidade.,3,Rodrigo Gaspar de Almeida,Marguit Neumann,Simone Letícia Raimundini Sanches,,,,,,,,,,,"Sociedade, Contabilidade e Gestão",,,,,,,https://revistas.ufrj.br/index.php/scg/article/view/13855
